Year,Area,Species Name,Number Of Fish (estimated),Landed Weight (lbs),Whole Weight (lbs),Permit Count,Processor Count,Vessel Count
2021,Southeast/Yakutat,Pink Salmon,48507388,134364634.86,134397702.2471,1004,54,950
2021,Southeast/Yakutat,Sockeye Salmon,1116112,6354998.66,6385919.3181,1088,89,1020
2022,Alaska Peninsula/Aleutian Islands,Chinook Salmon,15387,105418,105695.8755,204,5,170
2022,Alaska Peninsula/Aleutian Islands,Chum Salmon,834732,4810660.65,4810660.65,248,5,195
2022,Alaska Peninsula/Aleutian Islands,Coho Salmon,54179,333097.5,333097.5,173,5,130
2022,Alaska Peninsula/Aleutian Islands,Pink Salmon,5874075,19907043.05,19907043.05,190,5,141
2022,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,7996236,40435038.99,40435263.1941,284,5,220
2022,Arctic/Kotzebue,Chum Salmon,475504,3621931,3663409.4618,65,3,2
2022,Arctic/Kotzebue,Sockeye Salmon,,,,2,1,1
2022,Bristol Bay,Chinook Salmon,8027,71924.75,72209.7223,928,36,485
2022,Bristol Bay,Chum Salmon,304586,1685039.25,1704904.2002,2176,18,1352
2022,Bristol Bay,Coho Salmon,18035,109213,110140.012,247,17,128
2022,Bristol Bay,Pink Salmon,115214,397229,400939.8687,518,12,239
2022,Bristol Bay,Sockeye Salmon,60542337,303097259.79,307388033.6558,2445,44,1385
2022,Chignik,Chinook Salmon,,,,23,1,21
2022,Chignik,Chum Salmon,,,,35,1,32
2022,Chignik,Coho Salmon,,,,31,1,28
2022,Chignik,Pink Salmon,,,,34,1,31
2022,Chignik,Sockeye Salmon,,,,35,1,32
2022,Cook Inlet,Chinook Salmon,2377,27885.8,29285.029,260,40,85
2022,Cook Inlet,Chum Salmon,153313,1049454.7,1052482.693,461,26,290
2022,Cook Inlet,Coho Salmon,102344,568814.1,572086.412,491,34,293
2022,Cook Inlet,Pink Salmon,503453,1781430.1,1782037.4362,543,23,288
2022,Cook Inlet,Sockeye Salmon,1412376,7277362.25,7303151.7816,794,69,300
2022,Kodiak,Chinook Salmon,8451,48381,49278.4082,151,8,116
2022,Kodiak,Chum Salmon,550412,3632174,3632177.3673,303,8,165
2022,Kodiak,Coho Salmon,88158,603362,604154.1665,270,12,163
2022,Kodiak,Pink Salmon,15469966,50054015,50098385.7658,302,7,168
2022,Kodiak,Sockeye Salmon,2387901,10741584,10747893.6506,307,16,166
2022,Norton Sound/Port Clarence,Chum Salmon,,,,104,2,7
2022,Norton Sound/Port Clarence,Coho Salmon,,,,97,2,7
2022,Norton Sound/Port Clarence,Pink Salmon,,,,78,2,3
2022,Norton Sound/Port Clarence,Sockeye Salmon,,,,76,2,6
2022,Prince William Sound,Chinook Salmon,13527,188011.7,190941.3537,480,25,474
2022,Prince William Sound,Chum Salmon,3106920,20410058.5,20461813.0521,626,14,591
2022,Prince William Sound,Coho Salmon,103660,759637.4,767810.2289,396,16,386
2022,Prince William Sound,Pink Salmon,28438200,99903132.58,99939288.6638,569,17,537
2022,Prince William Sound,Sockeye Salmon,1694571,8607963.7,8729102.9863,671,32,642
2022,Southeast/Yakutat,Chinook Salmon,259127,2965278.46,3396684.7327,1192,152,1157
2022,Southeast/Yakutat,Chum Salmon,10454871,74462067.16,74882985.6738,1186,73,1162
2022,Southeast/Yakutat,Coho Salmon,1488929,8644053.66,9254324.4261,1274,141,1213
2022,Southeast/Yakutat,Pink Salmon,18309559,68289264.69,68320676.5783,1003,47,952
2022,Southeast/Yakutat,Sockeye Salmon,1191988,6839762.1,6891223.8162,987,70,925
2023,Alaska Peninsula/Aleutian Islands,Chinook Salmon,12587,116437,116979.5795,190,7,164
2023,Alaska Peninsula/Aleutian Islands,Chum Salmon,1226216,7996964.6,7996964.6,249,6,226
2023,Alaska Peninsula/Aleutian Islands,Coho Salmon,206696,1154822.2,1154822.2,168,6,143
2023,Alaska Peninsula/Aleutian Islands,Pink Salmon,17199390,53673726.6,53673726.6,215,6,191
2023,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2899795,15512648.3,15512756.3289,275,7,242
2023,Arctic/Kotzebue,Chum Salmon,,,,54,2,2
2023,Arctic/Kotzebue,Sockeye Salmon,,,,1,1,1
2023,Bristol Bay,Chinook Salmon,8243,86946,87264.8742,932,35,521
2023,Bristol Bay,Chum Salmon,343333,2020078.8,2046425.6747,2033,23,1294
2023,Bristol Bay,Coho Salmon,17579,102372.5,103104.0468,376,18,214
2023,Bristol Bay,Pink Salmon,3140,10172.6,10225.7146,318,9,154
2023,Bristol Bay,Sockeye Salmon,40614164,224911219.2,228283571.2356,2273,48,1314
2023,Chignik,Chinook Salmon,2297,18852,18857.6734,30,3,29
2023,Chignik,Chum Salmon,109695,724568,724568,34,3,32
2023,Chignik,Coho Salmon,52644,270734,270734,27,3,26
2023,Chignik,Pink Salmon,2143701,6243599,6243599,34,3,32
2023,Chignik,Sockeye Salmon,1069702,6422240,6422240,35,3,33
2023,Cook Inlet,Chinook Salmon,1103,13914.95,14168.0572,135,22,68
2023,Cook Inlet,Chum Salmon,165820,1078011.2,1083090.8628,483,30,292
2023,Cook Inlet,Coho Salmon,83125,436963.15,440226.045,487,40,288
2023,Cook Inlet,Pink Salmon,2759585,8192904.35,8189623.1011,464,23,291
2023,Cook Inlet,Sockeye Salmon,1923633,10329664.45,10372590.2449,516,55,300
2023,Kodiak,Chinook Salmon,10417,54963,55325.813,155,7,126
2023,Kodiak,Chum Salmon,828156,5645625,5645625,284,9,161
2023,Kodiak,Coho Salmon,265803,1672742,1673467.4774,274,14,163
2023,Kodiak,Pink Salmon,24739646,77587056,77587056,288,8,164
2023,Kodiak,Sockeye Salmon,2561251,12158083,12165969.3595,290,19,165
2023,Norton Sound/Port Clarence,Chum Salmon,,,,76,2,4
2023,Norton Sound/Port Clarence,Coho Salmon,,,,79,2,4
2023,Norton Sound/Port Clarence,Pink Salmon,,,,37,2,4
2023,Norton Sound/Port Clarence,Sockeye Salmon,,,,51,2,4
2023,Prince William Sound,Chinook Salmon,11538,176854,179574.3163,479,26,479
2023,Prince William Sound,Chum Salmon,5344961,33236413.5,33506258.0051,626,10,603
2023,Prince William Sound,Coho Salmon,189755,1435634.9,1448278.0829,466,19,453
2023,Prince William Sound,Pink Salmon,58809910,176725087.87,176714757.75,557,10,530
2023,Prince William Sound,Sockeye Salmon,1976734,10560902.25,10690602.854,669,29,650
2023,Southeast/Yakutat,Chinook Salmon,200646,2228606.23,2515849.0346,1088,144,1053
2023,Southeast/Yakutat,Chum Salmon,15721448,101953741.2,102256981.1898,1031,56,1039
2023,Southeast/Yakutat,Coho Salmon,1794355,9750509.76,10419929.0529,1226,146,1174
2023,Southeast/Yakutat,Pink Salmon,47817278,146484648.9,146497586.6168,869,40,833
2023,Southeast/Yakutat,Sockeye Salmon,927689,5244947.9,5288578.728,924,74,871
2024,Alaska Peninsula/Aleutian Islands,Chinook Salmon,8150,57141,57262.6474,144,4,128
2024,Alaska Peninsula/Aleutian Islands,Chum Salmon,647574,3832779,3832779,208,3,189
2024,Alaska Peninsula/Aleutian Islands,Coho Salmon,,,,142,2,121
2024,Alaska Peninsula/Aleutian Islands,Pink Salmon,,,,168,2,146
2024,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2464267,11654605,11762532.5944,233,4,200
2024,Arctic/Kotzebue,Chinook Salmon,,,,1,1,1
2024,Arctic/Kotzebue,Chum Salmon,,,,24,2,1
2024,Bristol Bay,Chinook Salmon,4740,46775.05,46792.3357,725,30,391
2024,Bristol Bay,Chum Salmon,509352,2727709.1225,2740652.4347,1889,21,1210
2024,Bristol Bay,Coho Salmon,31021,159397.65,159498.2415,311,18,164
2024,Bristol Bay,Pink Salmon,77731,283968.74,284218.9645,445,15,216
2024,Bristol Bay,Sockeye Salmon,31706935,143640568.5775,144513094.277,2156,43,1238
2024,Chignik,Chinook Salmon,,,,23,2,21
2024,Chignik,Chum Salmon,61316,411680,411680,53,3,49
2024,Chignik,Coho Salmon,68020,392908,392908,51,3,48
2024,Chignik,Pink Salmon,892098,3249076,3249076,54,3,50
2024,Chignik,Sockeye Salmon,281080,1690550,1690550,54,3,50
2024,Cook Inlet,Chinook Salmon,269,2783.5,2864.0145,78,14,52
2024,Cook Inlet,Chum Salmon,76351,534699.5,537607.2033,484,33,289
2024,Cook Inlet,Coho Salmon,24466,128235.2,129684.0294,478,40,278
2024,Cook Inlet,Pink Salmon,64319,248264.5,249669.7489,474,22,285
2024,Cook Inlet,Sockeye Salmon,2157504,12253157.92,12310267.3571,610,58,302
2024,Kodiak,Chinook Salmon,1368,7406,7483.2478,79,7,48
2024,Kodiak,Chum Salmon,498106,3397208,3397208,217,7,117
2024,Kodiak,Coho Salmon,63928,418647,418976.8859,208,12,118
2024,Kodiak,Pink Salmon,7624068,24916398.69,24960633.6381,224,9,121
2024,Kodiak,Sockeye Salmon,1620912,7568916,7572035.9554,224,16,117
2024,Kuskokwim,Chum Salmon,,,,1,1,1
2024,Kuskokwim,Coho Salmon,,,,1,1,1
2024,Norton Sound/Port Clarence,Chum Salmon,,,,76,2,6
2024,Norton Sound/Port Clarence,Coho Salmon,13796,85900.37,85900.37,87,3,6
2024,Norton Sound/Port Clarence,Pink Salmon,3238,10216.06,10216.06,53,3,3
2024,Norton Sound/Port Clarence,Sockeye Salmon,,,,42,2,2
2024,Prince William Sound,Chinook Salmon,9740,126767.75,128505.2311,447,31,447
2024,Prince William Sound,Chum Salmon,1702945,10729565.5,10829877.5014,529,10,496
2024,Prince William Sound,Coho Salmon,167164,1278620.2,1293960.3622,382,16,374
2024,Prince William Sound,Pink Salmon,9952081,32807382.9,32853114.2047,395,9,367
2024,Prince William Sound,Sockeye Salmon,3190002,17068069.85,17290539.0983,597,42,572
2024,Southeast/Yakutat,Chinook Salmon,197863,2131553.61,2414254.8738,1011,164,1006
2024,Southeast/Yakutat,Chum Salmon,15725981,105763437.17,105964887.9014,948,62,948
2024,Southeast/Yakutat,Coho Salmon,1347938,8389661.13,8902172.1145,1104,157,1050
2024,Southeast/Yakutat,Pink Salmon,20116427,58045650.13,58053884.2648,711,40,676
2024,Southeast/Yakutat,Sockeye Salmon,776160,4081070.51,4114534.8919,738,71,700
